HDR,FORECAST 2 TO 52 WEEKS AHEAD DEMAND AND MARGIN DATA
OCNMFW2,6,N,20211018170900,13788
OCNMFW2,7,N,20211018170900,12614
OCNMFW2,8,N,20211018170900,14244
OCNMFW2,9,N,20211018170900,12767
OCNMFW2,10,N,20211018170900,12467
OCNMFW2,11,N,20211018170900,12719
OCNMFW2,12,N,20211018170900,13287
OCNMFW2,13,N,20211018170900,12273
OCNMFW2,14,N,20211018170900,11229
OCNMFW2,15,N,20211018170900,14430
OCNMFW2,16,N,20211018170900,16663
OCNMFW2,17,N,20211018170900,15768
OCNMFW2,18,N,20211018170900,15887
OCNMFW2,19,N,20211018170900,13068
OCNMFW2,20,N,20211018170900,17775
OCNMFW2,21,N,20211018170900,20700
OCNMFW2,22,N,20211018170900,19804
OCNMFW2,23,N,20211018170900,22036
OCNMFW2,24,N,20211018170900,17995
OCNMFW2,25,N,20211018170900,19007
OCNMFW2,26,N,20211018170900,23052
OCNMFW2,27,N,20211018170900,17427
OCNMFW2,28,N,20211018170900,15309
OCNMFW2,29,N,20211018170900,18182
OCNMFW2,30,N,20211018170900,21275
OCNMFW2,31,N,20211018170900,18286
OCNMFW2,32,N,20211018170900,18229
OCNMFW2,33,N,20211018170900,18302
OCNMFW2,34,N,20211018170900,15668
OCNMFW2,35,N,20211018170900,13026
OCNMFW2,36,N,20211018170900,15595
OCNMFW2,37,N,20211018170900,12015
OCNMFW2,38,N,20211018170900,13847
OCNMFW2,39,N,20211018170900,16120
OCNMFW2,40,N,20211018170900,13753
OCNMFW2,41,N,20211018170900,15268
OCNMFW2,42,N,20211018170900,13782
FTR,204
